epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.9709389805793762,0.9940799474716187,0.0010000000474974513,0.18763141334056854,0.9620282649993896,0.9997981786727905,0.21644237637519836
1,0.9932568669319153,0.9997033476829529,0.0010000000474974513,0.13844072818756104,0.9816567301750183,0.999998927116394,0.15095871686935425
